celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_J_pct,week2_J_pct,week3_J_pct,week4_J_pct,week5_J_pct,week6_J_pct,week7_J_pct,week8_J_pct,week9_J_pct,week10_J_pct,week11_J_pct,elimination_week,contestant_id
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,Eliminated Week 7,8,60.0,71.66666666666667,70.0,70.0,80.0,63.33333333333333,90.0,,,,,7,John Schneider_S27
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2nd Place,2,66.66666666666666,86.66666666666667,90.0,96.66666666666667,90.0,100.0,96.66666666666667,91.66666666666666,100.0,,,finalist,Milo Manheim_S27
Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46,27,Eliminated Week 2,12,60.0,61.66666666666667,,,,,,,,,,2,Danelle Umstead_S27
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,Eliminated Week 6,9,66.66666666666666,76.66666666666667,80.0,86.66666666666667,83.33333333333334,80.0,,,,,,6,Mary Lou Retton_S27
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,Eliminated Week 7,7,76.66666666666667,78.33333333333333,86.66666666666667,73.33333333333333,86.66666666666667,86.66666666666667,88.33333333333333,,,,,7,DeMarcus Ware_S27
Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,27,Eliminated Week 1,13,58.333333333333336,,,,,,,,,,,1,Nikki Glaser_S27
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,66.66666666666666,65.0,76.66666666666667,66.66666666666666,70.0,73.33333333333333,88.33333333333333,75.0,90.0,,,finalist,Bobby Bones_S27
Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,27,Eliminated Week 4,10,76.66666666666667,86.66666666666667,90.0,86.66666666666667,,,,,,,,4,Tinashe_S27
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,73.33333333333333,81.66666666666667,86.66666666666667,83.33333333333334,96.66666666666667,90.0,91.66666666666666,96.66666666666667,95.0,,,,Alexis Ren_S27
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,46.666666666666664,58.333333333333336,60.0,50.0,56.666666666666664,73.33333333333333,78.33333333333333,76.66666666666667,,,,8,Joe Amabile_S27
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,50.0,70.0,80.0,65.0,80.0,90.0,80.0,86.666,,,,8,Kate Flannery_S28
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,70.0,66.66666666666666,76.66666666666667,70.0,86.66666666666667,90.0,90.0,53.333,90.0,85.0,,10,James Van Der Beek_S28
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,53.333333333333336,66.66666666666666,66.66666666666666,80.0,86.66666666666667,86.66666666666667,85.0,49.99966666666667,92.5,95.0,98.33333333333333,finalist,Kel Mitchell_S28
Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,28,Withdrew,11,50.0,50.0,,,,,,,,,,withdrew,Ray Lewis_S28
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,Eliminated Week 4,10,36.666666666666664,40.0,40.0,50.0,,,,,,,,4,Lamar Odom_S28
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,Eliminated Week 6,9,60.0,60.0,76.66666666666667,77.5,80.0,90.0,,,,,,6,Sailor Brinkley-Cook_S28
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,40.0,53.333333333333336,50.0,52.5,63.33333333333333,70.0,70.0,66.66666666666666,62.5,,,9,Sean Spicer_S28
Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,28,Eliminated Week 2,12,56.666666666666664,50.0,,,,,,,,,,2,Mary Wilson_S28
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,63.33333333333333,63.33333333333333,66.66666666666666,80.0,76.66666666666667,86.66666666666667,90.0,80.0,87.5,90.0,95.0,,Lauren Alaina_S28
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,53.333333333333336,66.66666666666666,80.0,80.0,90.0,83.33333333333334,90.0,100.0,100.0,98.33333333333333,100.0,finalist,Ally Brooke_S28
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,56.666666666666664,63.33333333333333,53.333333333333336,70.0,70.0,83.33333333333334,81.66666666666667,,,,,7,Karamo Brown_S28
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,66.66666666666666,80.0,70.0,80.0,83.33333333333334,80.0,86.66666666666667,51.666333333333334,88.75,90.0,96.66666666666667,finalist,Hannah Brown_S28
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,60.0,60.0,50.0,70.0,,,,,,,,4,Anne Heche_S29
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,60.0,66.66666666666666,66.66666666666666,70.0,63.33333333333333,,,,,,,5,Jesse Metcalfe_S29
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,43.333333333333336,60.0,73.33333333333333,73.33333333333333,63.33333333333333,80.0,86.66666666666667,90.0,,,,8,Chrishell Stause_S29
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,70.0,50.0,60.0,93.33333333333333,80.0,60.0,90.0,89.99933333333333,96.666,95.0,,10,Skai Jackson_S29
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,70.0,70.0,63.33333333333333,80.0,80.0,90.0,86.66666666666667,96.666,86.666,96.66666666666667,100.0,,Justina Machado_S29
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,40.0,50.0,,,,,,,,,,2,Charles Oakley_S29
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,56.666666666666664,60.0,73.33333333333333,73.33333333333333,70.0,70.0,,,,,,6,Veron Davis_S29
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,60.0,60.0,80.0,80.0,96.66666666666667,73.33333333333333,90.0,100.0,100.0,95.0,,10,Johnny Weir_S29
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,66.66666666666666,70.0,80.0,80.0,86.66666666666667,86.66666666666667,100.0,100.0,96.666,100.0,100.0,finalist,Nev Schulman_S29
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,60.0,63.33333333333333,70.0,80.0,80.0,90.0,86.66666666666667,90.0,83.33266666666667,,,9,AJ McLean_S29
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,53.333333333333336,60.0,60.0,70.0,80.0,80.0,90.0,80.0,80.0,93.33333333333333,95.0,finalist,Nelly_S29
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1st Place,1,66.66666666666666,73.33333333333333,76.66666666666667,83.33333333333334,90.0,90.0,80.0,93.33333333333333,100.0,100.0,100.0,finalist,Kaitlyn Bristowe_S29
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,36.666666666666664,53.333333333333336,40.0,,,,,,,,,3,Carole Baskin_S29
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,63.33333333333333,53.333333333333336,70.0,80.0,86.66666666666667,90.0,73.33333333333333,,,,,7,Monica Aldama_S29
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,60.0,60.0,73.33333333333333,70.0,80.0,83.33333333333334,83.33333333333334,,,,,withdrew,Jeannie Mai_S29
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,32.5,37.5,,,,,,,,,,2,Martin Kove_S30
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,60.0,57.49999999999999,63.33333333333333,65.0,,,,,,,,4,Brian Austin Green_S30
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,65.0,67.5,76.66666666666667,91.25,90.0,85.0,95.0,52.5,90.0,,,9,Melora Hardin_S30
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,60.0,55.00000000000001,66.66666666666666,71.25,,,,,,,,4,Matt James_S30
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,60.0,65.0,73.33333333333333,81.25,80.0,85.0,80.0,,,,,7,"Mike ""The Miz"" Mizanin_S30"
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,70.0,70.0,70.0,85.0,90.0,90.0,85.0,52.5,93.75,,,9,Suni Lee_S30
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,52.5,62.5,63.33333333333333,78.75,70.0,100.0,85.0,87.5,93.75,100.0,,finalist,Iman Shumpert_S30
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,60.0,60.0,60.0,72.5,80.0,90.0,90.0,95.0,88.75,95.0,,finalist,Cody Rigsby_S30
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,67.5,75.0,73.33333333333333,82.5,90.0,,,,,,,5,Melanie C_S30
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,55.00000000000001,67.5,66.66666666666666,81.25,85.0,95.0,95.0,80.0,,,,8,Jimmie Allen_S30
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,62.5,67.5,80.0,87.5,90.0,90.0,52.5,90.0,,,,8,Olivia Jade_S30
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,72.5,77.5,80.0,87.5,100.0,100.0,97.5,51.24999999999999,100.0,100.0,,finalist,JoJo Siwa_S30
Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,30,Eliminated Week 3,14,62.5,60.0,70.0,,,,,,,,,3,Christine Chiu_S30
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,Eliminated Week 6,10,65.0,60.0,70.0,73.75,90.0,80.0,,,,,,6,Kenya Moore_S30
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4th Place,4,70.0,80.0,80.0,85.0,97.5,95.0,85.0,52.5,98.75,97.5,,,Amanda Kloots_S30
Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,31,Eliminated Week 1,16,45.0,,,,,,,,,,,1,Jason Lewis_S31
Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,31,Eliminated Week 3,14,52.5,52.5,60.0,,,,,,,,,3,Cheryl Ladd_S31
Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,Withdrew,12,70.0,70.0,70.0,80.0,100.0,,,,,,,withdrew,Selma Blair_S31
Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,Eliminated Week 5,11,57.49999999999999,60.0,72.5,70.0,87.5,,,,,,,5,Joseph Baena_S31
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,52.5,75.0,67.5,70.0,90.0,85.0,97.5,48.75,81.25,,,9,Trevor Donovan_S31
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,67.5,72.5,77.5,72.5,83.75,85.0,91.25,97.5,86.25,,,9,Daniel Durant_S31
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,72.5,80.0,82.5,90.0,51.24999999999999,85.0,95.0,56.25,91.25,95.0,,finalist,Wayne Brady_S31
Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,31,Eliminated Week 4,13,50.0,65.0,62.5,62.5,,,,,,,,4,Sam Champion_S31
Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,31,Eliminated Week 6,10,50.0,62.5,65.0,77.5,90.0,80.0,,,,,,6,Jessie James Decker_S31
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,65.0,67.5,72.5,85.0,88.75,85.0,86.25,,,,,7,Jordin Sparks_S31
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,60.0,70.0,80.0,85.0,48.75,90.0,87.5,87.5,,,,8,Heidi D'Amelio_S31
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,80.0,80.0,82.5,90.0,52.5,100.0,97.5,56.25,100.0,100.0,,finalist,Charli D'Amelio_S31
Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,31,Eliminated Week 2,15,50.0,57.49999999999999,,,,,,,,,,2,Teresa Giudice_S31
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,42.5,67.5,57.49999999999999,72.5,77.5,70.0,78.75,72.5,,,,8,Vinny Guadagnino_S31
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,70.0,70.0,75.0,80.0,96.25,90.0,91.25,52.5,91.25,95.0,,,Shangela_S31
Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,70.0,80.0,82.5,90.0,51.24999999999999,92.5,88.75,100.0,100.0,100.0,,finalist,Gabby Windey_S31
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,50.0,53.333333333333336,,,,,,,,,,2,Jamie Lynn Spears_S32
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,56.666666666666664,60.0,65.0,70.0,73.33333333333333,,,,,,,5,Mira Sorvino_S32
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,53.333333333333336,50.0,62.5,60.0,80.0,80.0,81.25,87.5,,,,8,Barry Williams_S32
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,43.333333333333336,63.33333333333333,60.0,60.0,70.0,77.5,87.5,90.0,80.0,85.0,88.33333333333333,,Alyson Hannigan_S32
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,60.0,80.0,80.0,90.0,93.33333333333333,52.5,92.5,100.0,51.24999999999999,100.0,100.0,finalist,Xochitl Gomez_S32
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,60.0,50.0,55.00000000000001,70.0,,,,,,,,4,Adrian Peterson_S32
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,40.0,,,,,,,,,,,1,Matt Walsh_S32
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,40.0,60.0,50.0,,,,,,,,,3,Tyson Beckford_S32
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,70.0,80.0,85.0,80.0,90.0,97.5,90.0,82.5,53.75,95.0,100.0,finalist,Jason Mraz_S32
Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,63.33333333333333,70.0,67.5,73.33333333333333,80.0,92.5,91.25,,,,,7,Lele Pons_S32
Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,40.0,50.0,60.0,70.0,60.0,72.5,80.0,70.0,75.0,,,9,Harry Jowsey_S32
Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,50.0,40.0,57.49999999999999,63.33333333333333,80.0,82.5,,,,,,6,Mauricio Umansky_S32
Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,73.33333333333333,70.0,80.0,80.0,93.33333333333333,95.0,90.0,97.5,95.0,98.33333333333333,98.33333333333333,,Charity Lawson_S32
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,70.0,66.66666666666666,85.0,83.33333333333334,80.0,51.24999999999999,92.5,52.5,92.5,96.66666666666667,98.33333333333333,finalist,Ariana Madix_S32
Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,Eliminated Week 2,12,56.666666666666664,63.33333333333333,,,,,,,,,,2,Tori Spelling_S33
Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,50.0,50.0,57.49999999999999,,,,,,,,,3,Eric Roberts_S33
Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,Eliminated Week 3,10,53.333333333333336,50.0,52.5,,,,,,,,,3,Reginald VelJohnson_S33
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,76.66666666666667,80.0,86.25,80.0,90.0,53.333333333333336,100.0,96.66666666666667,100.0,,,finalist,Chandler Kinney_S33
Dwight Howard,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,73.33333333333333,73.33333333333333,65.0,72.5,80.0,51.66666666666667,80.0,,,,,7,Dwight Howard_S33
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,66.66666666666666,70.0,75.0,90.0,85.0,93.33333333333333,85.0,90.0,93.33333333333333,,,,Danny Amendola_S33
Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,70.0,73.33333333333333,77.5,82.5,80.0,93.33333333333333,90.0,88.33333333333333,98.33333333333333,,,,Stephen Nedoroscik_S33
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,60.0,70.0,70.0,80.0,86.66666666666667,80.0,86.66666666666667,95.0,95.0,,,finalist,Ilona Maher_S33
Anna Delvey,Ezra Sosa,Con artist,,Russia,33,33,Eliminated Week 2,12,60.0,56.666666666666664,,,,,,,,,,2,Anna Delvey_S33
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,60.0,66.66666666666666,76.25,80.0,,,,,,,,4,Brooks Nader_S33
Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,63.33333333333333,70.0,70.0,80.0,80.0,,,,,,,5,Phaedra Parks_S33
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,63.33333333333333,63.33333333333333,77.5,80.0,85.0,51.66666666666667,,,,,,6,Jenn Tran_S33
Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,70.0,73.33333333333333,87.5,90.0,86.66666666666667,53.333333333333336,91.66666666666666,96.66666666666667,98.33333333333333,,,finalist,Joey Graziadei_S33
Corey Feldman,Jenna Johnson,Actor/Actress,California,United States,54,34,Eliminated Week 2,13,45.0,50.0,,,,,,,,,,2,Corey Feldman_S34
Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,34,Eliminated Week 8,8,60.0,63.33333333333333,70.0,70.0,72.5,90.0,87.5,92.5,,,,8,Danielle Fishel_S34
Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,34,5th Place,5,60.0,70.0,70.0,80.0,75.0,90.0,80.0,93.75,90.0,95.0,96.666,,Elaine Hendrix_S34
Baron Davis,Britt Stewart,Athlete,California,United States,46,34,Eliminated Week 2,13,50.0,60.0,,,,,,,,,,2,Baron Davis_S34
Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Texas,United States,24,34,3rd Place,3,50.0,73.33333333333333,80.0,80.0,80.0,97.5,95.0,97.5,48.75,95.0,98.88866666666668,finalist,Jordan Chiles_S34
Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,California,United States,59,34,Eliminated Week 9,7,45.0,53.333333333333336,60.0,60.0,60.0,67.5,72.5,85.0,72.5,,,9,Andy Richter_S34
Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,,Australia,22,34,1st Place,1,75.0,73.33333333333333,73.33333333333333,73.33333333333333,87.5,90.0,51.24999999999999,95.0,52.5,98.33333333333333,98.88866666666668,finalist,Robert Irwin_S34
Hilaria Baldwin,Gleb Savchenko,Entrepreneur,New York,United States,41,34,Eliminated Week 4,11,70.0,70.0,73.33333333333333,76.66666666666667,,,,,,,,4,Hilaria Baldwin_S34
Lauren Jauregui,Brandon Armstrong,Singer/Rapper,Florida,United States,29,34,Eliminated Week 3,12,65.0,70.0,60.0,,,,,,,,,3,Lauren Jauregui_S34
Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,34,Eliminated Week 6,10,50.0,60.0,73.33333333333333,70.0,75.0,70.0,,,,,,6,Scott Hoying_S34
Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,Florida,United States,24,34,2nd Place,2,65.0,70.0,76.66666666666667,80.0,87.5,87.5,53.75,96.25,100.0,96.66666666666667,100.0,finalist,Alix Earle_S34
Jen Affleck,Jan Ravnik,TV Personality,Utah,United States,26,34,Eliminated Week 7,9,60.0,73.33333333333333,63.33333333333333,76.66666666666667,72.5,80.0,85.0,,,,,7,Jen Affleck_S34
Whitney Leavitt,Mark Ballas,TV Personality,Utah,United States,32,34,Eliminated Week 10,6,75.0,73.33333333333333,80.0,83.33333333333334,82.5,97.5,52.5,98.75,52.5,96.66666666666667,,10,Whitney Leavitt_S34
Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,California,United States,33,34,4th Place,4,50.0,66.66666666666666,76.66666666666667,76.66666666666667,90.0,80.0,95.0,95.0,52.5,91.66666666666666,97.77733333333333,,Dylan Efron_S34
